2026-09-22 21:01:30 | INFO | Run cifar10-cnn-s2026-20260922-210130 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 21:01:30 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 21:01:30 | INFO | Dataset cifar10 | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/cifar10_split42_val0.1.json | train/val/test = 45000/5000/10000 | fingerprints {'train': 'b99301bfd9655f1c', 'val': '280540fcdfde8a41'}
2026-09-22 21:01:31 | INFO | Model cnn | trainable parameters: 1,148,874
2026-09-22 21:01:39 | INFO | epoch   1 | lr 2.85e-06 | train loss 1.6743 acc 0.3828 | val loss 1.3257 acc 0.5168 macroF1 0.5180 | 7.6s  *best*
2026-09-22 21:01:44 | INFO | epoch   2 | lr 1.00e-03 | train loss 1.1849 acc 0.5792 | val loss 0.9657 acc 0.6450 macroF1 0.6390 | 5.1s  *best*
2026-09-22 21:01:49 | INFO | epoch   3 | lr 9.99e-04 | train loss 0.9840 acc 0.6506 | val loss 0.8409 acc 0.6968 macroF1 0.6928 | 4.9s  *best*
2026-09-22 21:01:55 | INFO | epoch   4 | lr 9.97e-04 | train loss 0.8637 acc 0.6986 | val loss 0.7490 acc 0.7334 macroF1 0.7305 | 5.0s  *best*
2026-09-22 21:02:00 | INFO | epoch   5 | lr 9.94e-04 | train loss 0.7663 acc 0.7332 | val loss 0.6791 acc 0.7630 macroF1 0.7605 | 5.3s  *best*
2026-09-22 21:02:06 | INFO | epoch   6 | lr 9.89e-04 | train loss 0.6926 acc 0.7606 | val loss 0.6018 acc 0.7888 macroF1 0.7886 | 5.1s  *best*
2026-09-22 21:02:11 | INFO | epoch   7 | lr 9.83e-04 | train loss 0.6383 acc 0.7792 | val loss 0.5343 acc 0.8148 macroF1 0.8151 | 5.0s  *best*
2026-09-22 21:02:16 | INFO | epoch   8 | lr 9.75e-04 | train loss 0.5921 acc 0.7960 | val loss 0.5594 acc 0.8082 macroF1 0.8063 | 5.1s
2026-09-22 21:02:22 | INFO | epoch   9 | lr 9.66e-04 | train loss 0.5528 acc 0.8109 | val loss 0.4808 acc 0.8340 macroF1 0.8345 | 5.0s  *best*
2026-09-22 21:02:27 | INFO | epoch  10 | lr 9.56e-04 | train loss 0.5197 acc 0.8226 | val loss 0.4768 acc 0.8358 macroF1 0.8345 | 5.0s
2026-09-22 21:02:32 | INFO | epoch  11 | lr 9.44e-04 | train loss 0.4910 acc 0.8316 | val loss 0.4470 acc 0.8446 macroF1 0.8444 | 5.0s  *best*
2026-09-22 21:02:37 | INFO | epoch  12 | lr 9.31e-04 | train loss 0.4624 acc 0.8407 | val loss 0.4278 acc 0.8530 macroF1 0.8524 | 4.7s  *best*
2026-09-22 21:02:42 | INFO | epoch  13 | lr 9.17e-04 | train loss 0.4411 acc 0.8500 | val loss 0.4069 acc 0.8608 macroF1 0.8594 | 4.5s  *best*
2026-09-22 21:02:47 | INFO | epoch  14 | lr 9.02e-04 | train loss 0.4168 acc 0.8572 | val loss 0.3986 acc 0.8634 macroF1 0.8631 | 4.5s  *best*
2026-09-22 21:02:52 | INFO | epoch  15 | lr 8.86e-04 | train loss 0.3971 acc 0.8630 | val loss 0.3917 acc 0.8694 macroF1 0.8694 | 4.5s  *best*
2026-09-22 21:02:57 | INFO | epoch  16 | lr 8.69e-04 | train loss 0.3746 acc 0.8727 | val loss 0.3628 acc 0.8760 macroF1 0.8762 | 4.5s  *best*
2026-09-22 21:03:01 | INFO | epoch  17 | lr 8.50e-04 | train loss 0.3627 acc 0.8758 | val loss 0.3511 acc 0.8810 macroF1 0.8807 | 4.5s  *best*
2026-09-22 21:03:06 | INFO | epoch  18 | lr 8.31e-04 | train loss 0.3448 acc 0.8802 | val loss 0.3604 acc 0.8816 macroF1 0.8805 | 4.5s
2026-09-22 21:03:11 | INFO | epoch  19 | lr 8.11e-04 | train loss 0.3273 acc 0.8876 | val loss 0.3289 acc 0.8890 macroF1 0.8889 | 4.5s  *best*
2026-09-22 21:03:16 | INFO | epoch  20 | lr 7.90e-04 | train loss 0.3141 acc 0.8924 | val loss 0.3487 acc 0.8856 macroF1 0.8848 | 4.5s
2026-09-22 21:03:21 | INFO | epoch  21 | lr 7.68e-04 | train loss 0.3037 acc 0.8940 | val loss 0.3281 acc 0.8916 macroF1 0.8913 | 4.5s  *best*
2026-09-22 21:03:25 | INFO | epoch  22 | lr 7.45e-04 | train loss 0.2912 acc 0.8995 | val loss 0.3111 acc 0.8956 macroF1 0.8955 | 4.5s  *best*
2026-09-22 21:03:30 | INFO | epoch  23 | lr 7.21e-04 | train loss 0.2784 acc 0.9037 | val loss 0.3176 acc 0.8962 macroF1 0.8958 | 4.5s  *best*
2026-09-22 21:03:35 | INFO | epoch  24 | lr 6.97e-04 | train loss 0.2661 acc 0.9081 | val loss 0.3276 acc 0.8952 macroF1 0.8953 | 4.5s
2026-09-22 21:03:40 | INFO | epoch  25 | lr 6.73e-04 | train loss 0.2603 acc 0.9099 | val loss 0.3059 acc 0.8976 macroF1 0.8974 | 4.5s  *best*
2026-09-22 21:03:45 | INFO | epoch  26 | lr 6.48e-04 | train loss 0.2496 acc 0.9135 | val loss 0.2943 acc 0.9026 macroF1 0.9024 | 4.5s  *best*
2026-09-22 21:03:50 | INFO | epoch  27 | lr 6.22e-04 | train loss 0.2391 acc 0.9178 | val loss 0.3020 acc 0.9018 macroF1 0.9014 | 4.5s
2026-09-22 21:03:55 | INFO | epoch  28 | lr 5.97e-04 | train loss 0.2265 acc 0.9197 | val loss 0.2997 acc 0.9036 macroF1 0.9033 | 5.0s  *best*
2026-09-22 21:04:00 | INFO | epoch  29 | lr 5.71e-04 | train loss 0.2157 acc 0.9249 | val loss 0.3069 acc 0.9032 macroF1 0.9034 | 4.9s  *best*
2026-09-22 21:04:05 | INFO | epoch  30 | lr 5.44e-04 | train loss 0.2129 acc 0.9267 | val loss 0.3211 acc 0.9000 macroF1 0.8996 | 4.9s
