2026-09-22 20:18:15 | INFO | Run fashion_mnist-cnn_no_aug-s2026-20260922-201815 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 20:18:15 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 20:18:15 | INFO | Dataset fashion_mnist | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/fashion_mnist_split42_val0.1.json | train/val/test = 54000/6000/10000 | fingerprints {'train': '2378c8b39f1d0606', 'val': 'c3422ec2263f2769'}
2026-09-22 20:18:15 | INFO | Model cnn | trainable parameters: 288,170
2026-09-22 20:18:20 | INFO | epoch   1 | lr 2.38e-06 | train loss 0.8368 acc 0.7076 | val loss 0.3814 acc 0.8662 macroF1 0.8702 | 5.0s  *best*
2026-09-22 20:18:23 | INFO | epoch   2 | lr 1.00e-03 | train loss 0.3582 acc 0.8723 | val loss 0.2953 acc 0.8920 macroF1 0.8921 | 2.3s  *best*
2026-09-22 20:18:25 | INFO | epoch   3 | lr 9.98e-04 | train loss 0.2884 acc 0.8966 | val loss 0.2297 acc 0.9173 macroF1 0.9161 | 2.3s  *best*
2026-09-22 20:18:28 | INFO | epoch   4 | lr 9.94e-04 | train loss 0.2546 acc 0.9091 | val loss 0.2155 acc 0.9212 macroF1 0.9223 | 2.3s  *best*
2026-09-22 20:18:30 | INFO | epoch   5 | lr 9.86e-04 | train loss 0.2306 acc 0.9174 | val loss 0.1926 acc 0.9287 macroF1 0.9284 | 2.3s  *best*
2026-09-22 20:18:33 | INFO | epoch   6 | lr 9.75e-04 | train loss 0.2112 acc 0.9255 | val loss 0.1870 acc 0.9303 macroF1 0.9298 | 2.4s  *best*
2026-09-22 20:18:35 | INFO | epoch   7 | lr 9.60e-04 | train loss 0.1972 acc 0.9295 | val loss 0.1789 acc 0.9340 macroF1 0.9342 | 2.3s  *best*
2026-09-22 20:18:38 | INFO | epoch   8 | lr 9.43e-04 | train loss 0.1820 acc 0.9357 | val loss 0.1653 acc 0.9380 macroF1 0.9383 | 2.3s  *best*
2026-09-22 20:18:40 | INFO | epoch   9 | lr 9.23e-04 | train loss 0.1695 acc 0.9390 | val loss 0.1718 acc 0.9363 macroF1 0.9359 | 2.3s
2026-09-22 20:18:42 | INFO | epoch  10 | lr 9.01e-04 | train loss 0.1585 acc 0.9423 | val loss 0.1653 acc 0.9387 macroF1 0.9383 | 2.3s
2026-09-22 20:18:45 | INFO | epoch  11 | lr 8.76e-04 | train loss 0.1524 acc 0.9450 | val loss 0.1626 acc 0.9393 macroF1 0.9390 | 2.4s  *best*
2026-09-22 20:18:47 | INFO | epoch  12 | lr 8.48e-04 | train loss 0.1376 acc 0.9495 | val loss 0.1636 acc 0.9413 macroF1 0.9419 | 2.3s  *best*
2026-09-22 20:18:50 | INFO | epoch  13 | lr 8.18e-04 | train loss 0.1274 acc 0.9529 | val loss 0.1664 acc 0.9397 macroF1 0.9399 | 2.4s
2026-09-22 20:18:52 | INFO | epoch  14 | lr 7.86e-04 | train loss 0.1188 acc 0.9570 | val loss 0.1840 acc 0.9388 macroF1 0.9390 | 2.4s
2026-09-22 20:18:55 | INFO | epoch  15 | lr 7.52e-04 | train loss 0.1094 acc 0.9610 | val loss 0.1677 acc 0.9420 macroF1 0.9418 | 2.4s
2026-09-22 20:18:57 | INFO | epoch  16 | lr 7.17e-04 | train loss 0.1027 acc 0.9630 | val loss 0.1756 acc 0.9420 macroF1 0.9414 | 2.4s
2026-09-22 20:19:00 | INFO | epoch  17 | lr 6.81e-04 | train loss 0.0919 acc 0.9669 | val loss 0.1678 acc 0.9442 macroF1 0.9443 | 2.3s  *best*
2026-09-22 20:19:02 | INFO | epoch  18 | lr 6.43e-04 | train loss 0.0858 acc 0.9695 | val loss 0.1647 acc 0.9477 macroF1 0.9475 | 2.4s  *best*
2026-09-22 20:19:05 | INFO | epoch  19 | lr 6.04e-04 | train loss 0.0790 acc 0.9711 | val loss 0.1724 acc 0.9452 macroF1 0.9449 | 2.3s
2026-09-22 20:19:07 | INFO | epoch  20 | lr 5.65e-04 | train loss 0.0723 acc 0.9735 | val loss 0.1807 acc 0.9438 macroF1 0.9432 | 2.3s
2026-09-22 20:19:10 | INFO | epoch  21 | lr 5.25e-04 | train loss 0.0656 acc 0.9759 | val loss 0.1802 acc 0.9455 macroF1 0.9453 | 2.4s
2026-09-22 20:19:12 | INFO | epoch  22 | lr 4.85e-04 | train loss 0.0586 acc 0.9793 | val loss 0.1888 acc 0.9457 macroF1 0.9457 | 2.5s
