2026-09-22 20:45:16 | INFO | Run cifar10-linear-s2026-20260922-204515 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 20:45:16 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 20:45:16 | INFO | Dataset cifar10 | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/cifar10_split42_val0.1.json | train/val/test = 45000/5000/10000 | fingerprints {'train': 'b99301bfd9655f1c', 'val': '280540fcdfde8a41'}
2026-09-22 20:45:16 | INFO | Model linear | trainable parameters: 30,730
2026-09-22 20:45:20 | INFO | epoch   1 | lr 2.85e-06 | train loss 2.0562 acc 0.2684 | val loss 1.9572 acc 0.3242 macroF1 0.3031 | 3.5s  *best*
2026-09-22 20:45:21 | INFO | epoch   2 | lr 1.00e-03 | train loss 2.0489 acc 0.2905 | val loss 1.9612 acc 0.3392 macroF1 0.3287 | 1.0s  *best*
2026-09-22 20:45:22 | INFO | epoch   3 | lr 9.99e-04 | train loss 2.0559 acc 0.2953 | val loss 1.9572 acc 0.3422 macroF1 0.3277 | 1.0s
2026-09-22 20:45:23 | INFO | epoch   4 | lr 9.97e-04 | train loss 2.0473 acc 0.2977 | val loss 1.9300 acc 0.3406 macroF1 0.3203 | 1.0s
2026-09-22 20:45:24 | INFO | epoch   5 | lr 9.94e-04 | train loss 2.0452 acc 0.2964 | val loss 1.9532 acc 0.3408 macroF1 0.3211 | 1.0s
2026-09-22 20:45:25 | INFO | epoch   6 | lr 9.89e-04 | train loss 2.0466 acc 0.2939 | val loss 1.9469 acc 0.3446 macroF1 0.3291 | 0.9s  *best*
2026-09-22 20:45:26 | INFO | epoch   7 | lr 9.83e-04 | train loss 2.0522 acc 0.2939 | val loss 1.9408 acc 0.3280 macroF1 0.3128 | 1.0s
2026-09-22 20:45:27 | INFO | epoch   8 | lr 9.75e-04 | train loss 2.0443 acc 0.2948 | val loss 1.9397 acc 0.3324 macroF1 0.3145 | 1.0s
2026-09-22 20:45:28 | INFO | epoch   9 | lr 9.66e-04 | train loss 2.0377 acc 0.2997 | val loss 1.9687 acc 0.3428 macroF1 0.3255 | 1.0s
2026-09-22 20:45:29 | INFO | epoch  10 | lr 9.56e-04 | train loss 2.0411 acc 0.3004 | val loss 1.9665 acc 0.3342 macroF1 0.3157 | 0.9s
2026-09-22 20:45:30 | INFO | epoch  11 | lr 9.44e-04 | train loss 2.0302 acc 0.2999 | val loss 1.9718 acc 0.3390 macroF1 0.3246 | 0.9s
2026-09-22 20:45:31 | INFO | epoch  12 | lr 9.31e-04 | train loss 2.0304 acc 0.2997 | val loss 1.9318 acc 0.3592 macroF1 0.3528 | 0.9s  *best*
2026-09-22 20:45:32 | INFO | epoch  13 | lr 9.17e-04 | train loss 2.0268 acc 0.3006 | val loss 1.9139 acc 0.3472 macroF1 0.3306 | 0.9s
2026-09-22 20:45:33 | INFO | epoch  14 | lr 9.02e-04 | train loss 2.0323 acc 0.2985 | val loss 1.9346 acc 0.3362 macroF1 0.3258 | 0.9s
2026-09-22 20:45:34 | INFO | epoch  15 | lr 8.86e-04 | train loss 2.0241 acc 0.3041 | val loss 1.9353 acc 0.3588 macroF1 0.3522 | 1.0s
2026-09-22 20:45:35 | INFO | epoch  16 | lr 8.69e-04 | train loss 2.0253 acc 0.3008 | val loss 1.9083 acc 0.3518 macroF1 0.3370 | 0.9s
2026-09-22 20:45:37 | INFO | epoch  17 | lr 8.50e-04 | train loss 2.0097 acc 0.3075 | val loss 1.9690 acc 0.3378 macroF1 0.3281 | 1.0s
2026-09-22 20:45:38 | INFO | epoch  18 | lr 8.31e-04 | train loss 2.0076 acc 0.3030 | val loss 1.8825 acc 0.3420 macroF1 0.3272 | 1.0s
2026-09-22 20:45:39 | INFO | epoch  19 | lr 8.11e-04 | train loss 2.0086 acc 0.3026 | val loss 1.9127 acc 0.3538 macroF1 0.3423 | 1.0s
2026-09-22 20:45:40 | INFO | epoch  20 | lr 7.90e-04 | train loss 2.0074 acc 0.3054 | val loss 1.8606 acc 0.3682 macroF1 0.3609 | 1.0s  *best*
2026-09-22 20:45:41 | INFO | epoch  21 | lr 7.68e-04 | train loss 1.9963 acc 0.3065 | val loss 1.8876 acc 0.3492 macroF1 0.3344 | 0.9s
2026-09-22 20:45:42 | INFO | epoch  22 | lr 7.45e-04 | train loss 1.9940 acc 0.3083 | val loss 1.8910 acc 0.3496 macroF1 0.3413 | 0.9s
2026-09-22 20:45:43 | INFO | epoch  23 | lr 7.21e-04 | train loss 1.9923 acc 0.3082 | val loss 1.8602 acc 0.3650 macroF1 0.3580 | 0.9s
2026-09-22 20:45:44 | INFO | epoch  24 | lr 6.97e-04 | train loss 1.9822 acc 0.3092 | val loss 1.8572 acc 0.3668 macroF1 0.3546 | 0.9s
2026-09-22 20:45:45 | INFO | epoch  25 | lr 6.73e-04 | train loss 1.9800 acc 0.3117 | val loss 1.8730 acc 0.3734 macroF1 0.3701 | 1.0s  *best*
2026-09-22 20:45:46 | INFO | epoch  26 | lr 6.48e-04 | train loss 1.9749 acc 0.3114 | val loss 1.8898 acc 0.3496 macroF1 0.3422 | 1.0s
2026-09-22 20:45:47 | INFO | epoch  27 | lr 6.22e-04 | train loss 1.9715 acc 0.3112 | val loss 1.8396 acc 0.3780 macroF1 0.3695 | 0.9s
