2026-09-22 21:12:43 | INFO | Run cifar10-gru-s42-20260922-211242 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 21:12:43 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 21:12:43 | INFO | Dataset cifar10 | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/cifar10_split42_val0.1.json | train/val/test = 45000/5000/10000 | fingerprints {'train': 'b99301bfd9655f1c', 'val': '280540fcdfde8a41'}
2026-09-22 21:12:43 | INFO | Model gru | trainable parameters: 669,194
2026-09-22 21:12:47 | INFO | epoch   1 | lr 2.85e-06 | train loss 1.9476 acc 0.2735 | val loss 1.6367 acc 0.3920 macroF1 0.3706 | 4.0s  *best*
2026-09-22 21:12:49 | INFO | epoch   2 | lr 1.00e-03 | train loss 1.5652 acc 0.4277 | val loss 1.4000 acc 0.4970 macroF1 0.4909 | 1.4s  *best*
2026-09-22 21:12:50 | INFO | epoch   3 | lr 9.99e-04 | train loss 1.3808 acc 0.4980 | val loss 1.2888 acc 0.5306 macroF1 0.5263 | 1.4s  *best*
2026-09-22 21:12:52 | INFO | epoch   4 | lr 9.97e-04 | train loss 1.2778 acc 0.5367 | val loss 1.1913 acc 0.5712 macroF1 0.5710 | 1.4s  *best*
2026-09-22 21:12:53 | INFO | epoch   5 | lr 9.94e-04 | train loss 1.2035 acc 0.5682 | val loss 1.1446 acc 0.5846 macroF1 0.5855 | 1.5s  *best*
2026-09-22 21:12:55 | INFO | epoch   6 | lr 9.89e-04 | train loss 1.1341 acc 0.5930 | val loss 1.1081 acc 0.6040 macroF1 0.6033 | 1.4s  *best*
2026-09-22 21:12:57 | INFO | epoch   7 | lr 9.83e-04 | train loss 1.0898 acc 0.6091 | val loss 1.0495 acc 0.6136 macroF1 0.6084 | 1.4s  *best*
2026-09-22 21:12:58 | INFO | epoch   8 | lr 9.75e-04 | train loss 1.0431 acc 0.6263 | val loss 1.0248 acc 0.6286 macroF1 0.6249 | 1.5s  *best*
2026-09-22 21:13:00 | INFO | epoch   9 | lr 9.66e-04 | train loss 1.0019 acc 0.6405 | val loss 1.0020 acc 0.6342 macroF1 0.6308 | 1.5s  *best*
2026-09-22 21:13:01 | INFO | epoch  10 | lr 9.56e-04 | train loss 0.9757 acc 0.6520 | val loss 1.0068 acc 0.6376 macroF1 0.6287 | 1.4s
2026-09-22 21:13:03 | INFO | epoch  11 | lr 9.44e-04 | train loss 0.9421 acc 0.6631 | val loss 0.9823 acc 0.6474 macroF1 0.6433 | 1.4s  *best*
2026-09-22 21:13:04 | INFO | epoch  12 | lr 9.31e-04 | train loss 0.9101 acc 0.6805 | val loss 0.9577 acc 0.6546 macroF1 0.6508 | 1.5s  *best*
2026-09-22 21:13:06 | INFO | epoch  13 | lr 9.17e-04 | train loss 0.8869 acc 0.6862 | val loss 0.9536 acc 0.6562 macroF1 0.6526 | 1.4s  *best*
2026-09-22 21:13:07 | INFO | epoch  14 | lr 9.02e-04 | train loss 0.8606 acc 0.6968 | val loss 0.9266 acc 0.6688 macroF1 0.6676 | 1.5s  *best*
2026-09-22 21:13:09 | INFO | epoch  15 | lr 8.86e-04 | train loss 0.8321 acc 0.7042 | val loss 0.9231 acc 0.6746 macroF1 0.6730 | 1.4s  *best*
2026-09-22 21:13:10 | INFO | epoch  16 | lr 8.69e-04 | train loss 0.8185 acc 0.7095 | val loss 0.9136 acc 0.6790 macroF1 0.6756 | 1.5s  *best*
2026-09-22 21:13:12 | INFO | epoch  17 | lr 8.50e-04 | train loss 0.7963 acc 0.7175 | val loss 0.9046 acc 0.6800 macroF1 0.6787 | 1.4s  *best*
2026-09-22 21:13:14 | INFO | epoch  18 | lr 8.31e-04 | train loss 0.7780 acc 0.7250 | val loss 0.9012 acc 0.6790 macroF1 0.6777 | 1.4s
2026-09-22 21:13:15 | INFO | epoch  19 | lr 8.11e-04 | train loss 0.7576 acc 0.7315 | val loss 0.8935 acc 0.6880 macroF1 0.6875 | 1.4s  *best*
2026-09-22 21:13:17 | INFO | epoch  20 | lr 7.90e-04 | train loss 0.7396 acc 0.7372 | val loss 0.9026 acc 0.6856 macroF1 0.6850 | 1.4s
2026-09-22 21:13:18 | INFO | epoch  21 | lr 7.68e-04 | train loss 0.7140 acc 0.7469 | val loss 0.8876 acc 0.6946 macroF1 0.6945 | 1.5s  *best*
2026-09-22 21:13:20 | INFO | epoch  22 | lr 7.45e-04 | train loss 0.6991 acc 0.7518 | val loss 0.8980 acc 0.6926 macroF1 0.6925 | 1.4s
2026-09-22 21:13:21 | INFO | epoch  23 | lr 7.21e-04 | train loss 0.6869 acc 0.7557 | val loss 0.8812 acc 0.6962 macroF1 0.6957 | 1.5s  *best*
2026-09-22 21:13:23 | INFO | epoch  24 | lr 6.97e-04 | train loss 0.6760 acc 0.7608 | val loss 0.8779 acc 0.6948 macroF1 0.6942 | 1.5s
2026-09-22 21:13:24 | INFO | epoch  25 | lr 6.73e-04 | train loss 0.6583 acc 0.7667 | val loss 0.8749 acc 0.6988 macroF1 0.6983 | 1.5s  *best*
2026-09-22 21:13:26 | INFO | epoch  26 | lr 6.48e-04 | train loss 0.6286 acc 0.7787 | val loss 0.8872 acc 0.6936 macroF1 0.6917 | 1.5s
2026-09-22 21:13:28 | INFO | epoch  27 | lr 6.22e-04 | train loss 0.6189 acc 0.7815 | val loss 0.9005 acc 0.6912 macroF1 0.6902 | 1.5s
2026-09-22 21:13:29 | INFO | epoch  28 | lr 5.97e-04 | train loss 0.6088 acc 0.7855 | val loss 0.9011 acc 0.6940 macroF1 0.6949 | 1.5s
2026-09-22 21:13:31 | INFO | epoch  29 | lr 5.71e-04 | train loss 0.5921 acc 0.7911 | val loss 0.8926 acc 0.7020 macroF1 0.7010 | 1.5s  *best*
2026-09-22 21:13:32 | INFO | epoch  30 | lr 5.44e-04 | train loss 0.5717 acc 0.7970 | val loss 0.8943 acc 0.7040 macroF1 0.7022 | 1.4s  *best*
2026-09-22 21:13:34 | INFO | epoch  31 | lr 5.18e-04 | train loss 0.5570 acc 0.8039 | val loss 0.9037 acc 0.6998 macroF1 0.7002 | 1.5s
2026-09-22 21:13:35 | INFO | epoch  32 | lr 4.92e-04 | train loss 0.5422 acc 0.8092 | val loss 0.9008 acc 0.7020 macroF1 0.7013 | 1.5s
2026-09-22 21:13:37 | INFO | epoch  33 | lr 4.66e-04 | train loss 0.5295 acc 0.8133 | val loss 0.8936 acc 0.7102 macroF1 0.7087 | 1.5s  *best*
2026-09-22 21:13:39 | INFO | epoch  34 | lr 4.39e-04 | train loss 0.5135 acc 0.8190 | val loss 0.9098 acc 0.7118 macroF1 0.7107 | 1.5s  *best*
2026-09-22 21:13:40 | INFO | epoch  35 | lr 4.13e-04 | train loss 0.5025 acc 0.8224 | val loss 0.8965 acc 0.7120 macroF1 0.7113 | 1.4s  *best*
2026-09-22 21:13:42 | INFO | epoch  36 | lr 3.88e-04 | train loss 0.4904 acc 0.8274 | val loss 0.9186 acc 0.7126 macroF1 0.7136 | 1.5s  *best*
2026-09-22 21:13:43 | INFO | epoch  37 | lr 3.62e-04 | train loss 0.4741 acc 0.8342 | val loss 0.9224 acc 0.7076 macroF1 0.7072 | 1.4s
2026-09-22 21:13:45 | INFO | epoch  38 | lr 3.37e-04 | train loss 0.4667 acc 0.8332 | val loss 0.9294 acc 0.7110 macroF1 0.7106 | 1.4s
2026-09-22 21:13:46 | INFO | epoch  39 | lr 3.13e-04 | train loss 0.4586 acc 0.8388 | val loss 0.9381 acc 0.7092 macroF1 0.7077 | 1.4s
2026-09-22 21:13:48 | INFO | epoch  40 | lr 2.89e-04 | train loss 0.4397 acc 0.8453 | val loss 0.9381 acc 0.7086 macroF1 0.7087 | 1.4s
2026-09-22 21:13:49 | INFO | epoch  41 | lr 2.65e-04 | train loss 0.4341 acc 0.8470 | val loss 0.9464 acc 0.7100 macroF1 0.7106 | 1.4s
2026-09-22 21:13:51 | INFO | epoch  42 | lr 2.42e-04 | train loss 0.4191 acc 0.8538 | val loss 0.9431 acc 0.7140 macroF1 0.7133 | 1.4s
2026-09-22 21:13:52 | INFO | epoch  43 | lr 2.20e-04 | train loss 0.4145 acc 0.8553 | val loss 0.9487 acc 0.7126 macroF1 0.7123 | 1.4s
2026-09-22 21:13:54 | INFO | epoch  44 | lr 1.99e-04 | train loss 0.4059 acc 0.8592 | val loss 0.9622 acc 0.7076 macroF1 0.7070 | 1.4s
2026-09-22 21:13:55 | INFO | epoch  45 | lr 1.79e-04 | train loss 0.3918 acc 0.8626 | val loss 0.9605 acc 0.7130 macroF1 0.7132 | 1.4s
2026-09-22 21:13:57 | INFO | epoch  46 | lr 1.60e-04 | train loss 0.3874 acc 0.8659 | val loss 0.9568 acc 0.7122 macroF1 0.7122 | 1.4s
2026-09-22 21:13:58 | INFO | epoch  47 | lr 1.41e-04 | train loss 0.3755 acc 0.8674 | val loss 0.9589 acc 0.7122 macroF1 0.7121 | 1.5s
2026-09-22 21:14:00 | INFO | epoch  48 | lr 1.24e-04 | train loss 0.3700 acc 0.8718 | val loss 0.9720 acc 0.7062 macroF1 0.7069 | 1.6s
2026-09-22 21:14:02 | INFO | epoch  49 | lr 1.08e-04 | train loss 0.3665 acc 0.8724 | val loss 0.9726 acc 0.7108 macroF1 0.7112 | 1.5s
2026-09-22 21:14:03 | INFO | epoch  50 | lr 9.25e-05 | train loss 0.3608 acc 0.8748 | val loss 0.9744 acc 0.7094 macroF1 0.7095 | 1.5s
2026-09-22 21:14:05 | INFO | epoch  51 | lr 7.85e-05 | train loss 0.3524 acc 0.8754 | val loss 0.9752 acc 0.7136 macroF1 0.7140 | 1.5s  *best*
2026-09-22 21:14:06 | INFO | epoch  52 | lr 6.58e-05 | train loss 0.3489 acc 0.8789 | val loss 0.9780 acc 0.7158 macroF1 0.7155 | 1.5s  *best*
2026-09-22 21:14:08 | INFO | epoch  53 | lr 5.42e-05 | train loss 0.3513 acc 0.8778 | val loss 0.9784 acc 0.7136 macroF1 0.7136 | 1.5s
2026-09-22 21:14:10 | INFO | epoch  54 | lr 4.40e-05 | train loss 0.3395 acc 0.8842 | val loss 0.9851 acc 0.7144 macroF1 0.7142 | 1.5s
2026-09-22 21:14:11 | INFO | epoch  55 | lr 3.50e-05 | train loss 0.3359 acc 0.8821 | val loss 0.9855 acc 0.7154 macroF1 0.7155 | 1.5s
2026-09-22 21:14:13 | INFO | epoch  56 | lr 2.74e-05 | train loss 0.3362 acc 0.8833 | val loss 0.9844 acc 0.7156 macroF1 0.7156 | 1.6s  *best*
2026-09-22 21:14:14 | INFO | epoch  57 | lr 2.12e-05 | train loss 0.3290 acc 0.8864 | val loss 0.9878 acc 0.7162 macroF1 0.7160 | 1.5s  *best*
2026-09-22 21:14:16 | INFO | epoch  58 | lr 1.63e-05 | train loss 0.3300 acc 0.8859 | val loss 0.9885 acc 0.7136 macroF1 0.7136 | 1.5s
2026-09-22 21:14:18 | INFO | epoch  59 | lr 1.28e-05 | train loss 0.3301 acc 0.8853 | val loss 0.9874 acc 0.7138 macroF1 0.7139 | 1.5s
2026-09-22 21:14:19 | INFO | epoch  60 | lr 1.07e-05 | train loss 0.3279 acc 0.8863 | val loss 0.9887 acc 0.7136 macroF1 0.7136 | 1.5s
2026-09-22 21:14:20 | INFO | Best epoch 57 | val macroF1 0.7160 | val acc 0.7162 | train time 90.1s
2026-09-22 21:14:24 | INFO | [test] acc 0.7122 (95% CI 0.7036-0.7204) | macroF1 0.7113 (95% CI 0.7031-0.7195) | throughput 120999 img/s | latency bs1 0.45 ms
2026-09-22 21:14:24 | INFO | Done: /home/benjamin/Documents/26/DL/CO3133-A1-draft/outputs/runs/cifar10/gru/seed42
