2026-09-22 20:09:54 | INFO | Run fashion_mnist-transformer-s2026-20260922-200954 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 20:09:54 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 20:09:54 | INFO | Dataset fashion_mnist | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/fashion_mnist_split42_val0.1.json | train/val/test = 54000/6000/10000 | fingerprints {'train': '2378c8b39f1d0606', 'val': 'c3422ec2263f2769'}
2026-09-22 20:09:54 | INFO | Model transformer | trainable parameters: 306,826
2026-09-22 20:10:00 | INFO | epoch   1 | lr 7.92e-07 | train loss 1.6327 acc 0.3973 | val loss 1.0724 acc 0.6110 macroF1 0.5909 | 5.4s  *best*
2026-09-22 20:10:03 | INFO | epoch   2 | lr 3.34e-04 | train loss 0.8791 acc 0.6753 | val loss 0.7607 acc 0.7288 macroF1 0.7223 | 3.1s  *best*
2026-09-22 20:10:06 | INFO | epoch   3 | lr 6.67e-04 | train loss 0.7723 acc 0.7078 | val loss 0.6130 acc 0.7683 macroF1 0.7611 | 3.1s  *best*
2026-09-22 20:10:09 | INFO | epoch   4 | lr 1.00e-03 | train loss 0.7004 acc 0.7360 | val loss 0.5948 acc 0.7708 macroF1 0.7579 | 3.1s
2026-09-22 20:10:13 | INFO | epoch   5 | lr 9.98e-04 | train loss 0.6500 acc 0.7559 | val loss 0.5146 acc 0.8152 macroF1 0.8115 | 3.1s  *best*
2026-09-22 20:10:16 | INFO | epoch   6 | lr 9.93e-04 | train loss 0.6081 acc 0.7707 | val loss 0.4823 acc 0.8235 macroF1 0.8216 | 3.0s  *best*
2026-09-22 20:10:19 | INFO | epoch   7 | lr 9.84e-04 | train loss 0.5792 acc 0.7828 | val loss 0.4798 acc 0.8168 macroF1 0.8133 | 3.2s
2026-09-22 20:10:23 | INFO | epoch   8 | lr 9.72e-04 | train loss 0.5560 acc 0.7906 | val loss 0.4607 acc 0.8252 macroF1 0.8220 | 3.1s  *best*
2026-09-22 20:10:26 | INFO | epoch   9 | lr 9.56e-04 | train loss 0.5370 acc 0.7999 | val loss 0.4450 acc 0.8340 macroF1 0.8273 | 3.3s  *best*
2026-09-22 20:10:30 | INFO | epoch  10 | lr 9.37e-04 | train loss 0.5187 acc 0.8045 | val loss 0.4515 acc 0.8355 macroF1 0.8328 | 3.3s  *best*
2026-09-22 20:10:33 | INFO | epoch  11 | lr 9.15e-04 | train loss 0.5094 acc 0.8094 | val loss 0.4175 acc 0.8462 macroF1 0.8419 | 3.3s  *best*
