2026-09-22 21:31:50 | INFO | Run cifar10-transformer-s2026-20260922-213150 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 21:31:50 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 21:31:50 | INFO | Dataset cifar10 | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/cifar10_split42_val0.1.json | train/val/test = 45000/5000/10000 | fingerprints {'train': 'b99301bfd9655f1c', 'val': '280540fcdfde8a41'}
2026-09-22 21:31:50 | INFO | Model transformer | trainable parameters: 811,146
2026-09-22 21:31:59 | INFO | epoch   1 | lr 5.70e-07 | train loss 1.9874 acc 0.2644 | val loss 1.8211 acc 0.3350 macroF1 0.3247 | 8.4s  *best*
2026-09-22 21:32:06 | INFO | epoch   2 | lr 2.01e-04 | train loss 1.7359 acc 0.3540 | val loss 1.6028 acc 0.4230 macroF1 0.4167 | 6.3s  *best*
2026-09-22 21:32:13 | INFO | epoch   3 | lr 4.01e-04 | train loss 1.5653 acc 0.4291 | val loss 1.4103 acc 0.4806 macroF1 0.4746 | 6.4s  *best*
2026-09-22 21:32:20 | INFO | epoch   4 | lr 6.01e-04 | train loss 1.4611 acc 0.4682 | val loss 1.3956 acc 0.4904 macroF1 0.4842 | 6.5s  *best*
2026-09-22 21:32:26 | INFO | epoch   5 | lr 8.01e-04 | train loss 1.4169 acc 0.4823 | val loss 1.2898 acc 0.5356 macroF1 0.5323 | 6.2s  *best*
2026-09-22 21:32:33 | INFO | epoch   6 | lr 1.00e-03 | train loss 1.3630 acc 0.5066 | val loss 1.2404 acc 0.5526 macroF1 0.5389 | 6.6s  *best*
2026-09-22 21:32:40 | INFO | epoch   7 | lr 9.99e-04 | train loss 1.2959 acc 0.5336 | val loss 1.1720 acc 0.5688 macroF1 0.5634 | 6.5s  *best*
2026-09-22 21:32:47 | INFO | epoch   8 | lr 9.97e-04 | train loss 1.2286 acc 0.5562 | val loss 1.1008 acc 0.5986 macroF1 0.5873 | 6.2s  *best*
2026-09-22 21:32:53 | INFO | epoch   9 | lr 9.93e-04 | train loss 1.1645 acc 0.5776 | val loss 1.0627 acc 0.6188 macroF1 0.6194 | 6.5s  *best*
2026-09-22 21:33:00 | INFO | epoch  10 | lr 9.87e-04 | train loss 1.1096 acc 0.5995 | val loss 0.9763 acc 0.6544 macroF1 0.6501 | 6.4s  *best*
2026-09-22 21:33:07 | INFO | epoch  11 | lr 9.80e-04 | train loss 1.0728 acc 0.6159 | val loss 0.9719 acc 0.6440 macroF1 0.6448 | 6.5s
2026-09-22 21:33:14 | INFO | epoch  12 | lr 9.71e-04 | train loss 1.0305 acc 0.6338 | val loss 0.9647 acc 0.6616 macroF1 0.6585 | 6.4s  *best*
2026-09-22 21:33:21 | INFO | epoch  13 | lr 9.61e-04 | train loss 0.9888 acc 0.6450 | val loss 0.9180 acc 0.6718 macroF1 0.6722 | 6.4s  *best*
2026-09-22 21:33:27 | INFO | epoch  14 | lr 9.49e-04 | train loss 0.9575 acc 0.6599 | val loss 0.8771 acc 0.6908 macroF1 0.6898 | 6.3s  *best*
