epoch,lr,train_loss,train_acc,val_loss,val_acc,val_macro_f1,epoch_train_time_s,epoch_val_time_s
1,2.8490028490028492e-06,2.0593866575137842,0.2666711182336182,1.9422971828460693,0.3274,0.3004499393920929,3.3789882879991637,0.13087656599964248
2,0.001,2.050218818534134,0.29215633903133903,1.9863134914398193,0.319,0.3003796485212751,0.8935427549986343,0.07464376399911998
3,0.0009992984343599972,2.0434384169401945,0.2963185541310541,1.9581846160888672,0.3336,0.31331686646741774,0.900008632999743,0.07277530799910892
4,0.0009971957261040178,2.0474085468172687,0.2940927706552707,1.9964467124938965,0.3344,0.3155744056961135,0.8978019210007915,0.07244491700112121
5,0.0009936978355870657,2.050292452855667,0.2951834045584046,1.9899160243988037,0.3308,0.31005905252196375,0.9074395580009877,0.07583416200031934
6,0.000988814677959844,2.041767932410933,0.29760950854700857,1.9594324996948242,0.3294,0.31169004289469043,0.8824389719993633,0.07357263499943656
7,0.0009825600950631853,2.0444954192196882,0.2954727564102564,1.9473984485626221,0.3442,0.3213214647362174,0.9205285630014259,0.08239993200004392
8,0.0009749518161918489,2.0365639592168,0.2996127136752137,1.9305042510986328,0.3348,0.30956524731623125,0.8758462900004815,0.07761477999883937
9,0.0009660114078389076,2.03957615075288,0.29707532051282054,1.945429105567932,0.3504,0.33750155060318937,0.8490364449990011,0.07150375799938047
10,0.0009557642125631821,2.0336081832222788,0.3020388176638177,1.9482244857788087,0.3438,0.3259000615370765,0.9846706480002467,0.07681717200102867
11,0.000944239277153003,2.041909955505632,0.30023593304843305,1.9112831363677978,0.3568,0.3472731998735047,0.9237621180000133,0.07424739599991881
12,0.000931469270289934,2.0273636144790212,0.29776531339031337,1.943155542564392,0.349,0.3359273112366719,0.9934950150000077,0.07818499899985909
13,0.0009174903899458449,2.0340965517565737,0.2993456196581197,1.9518383043289185,0.3238,0.30455462821713236,0.9802820370005065,0.07825027100079751
14,0.0009023422607758269,2.02932071685791,0.3007033475783476,1.8994082489013673,0.3538,0.3388043886473734,0.9854929950015503,0.0795929010000691
15,0.0008860678217978036,2.0180244931468256,0.3013488247863248,1.9474370740890503,0.3416,0.32996733866454003,1.056160602998716,0.08903786099835997
16,0.0008687132046772182,2.0156007638344398,0.3016159188034188,1.8970515256881715,0.3548,0.3434292107954576,0.9913352140010829,0.07551173299907532
17,0.0008503276029618175,2.0137571650013286,0.3043091168091168,1.8961845443725587,0.346,0.32673075094910325,0.9500449460010714,0.07989773900044383
18,0.0008309631326371943,2.017682808416861,0.3009036680911681,1.904904799079895,0.3514,0.3332864230375899,0.9865322949990514,0.0821946209998714
19,0.000810674684398365,2.0031792978275873,0.30726940883190884,1.8840229215621949,0.352,0.34024593815280507,0.9684560139994574,0.0729661320001469
20,0.0007895197680561314,2.0083671088232276,0.30426460113960113,1.8754808631896973,0.3614,0.3477307010908458,0.9389317380009743,0.09553941699959978
21,0.0007675583495192725,1.9932929294401425,0.30987357549857547,1.8940958461761475,0.3654,0.35432651307743634,1.0452255950003746,0.07834785300110525
22,0.0007448526808146619,1.991446069163135,0.30600071225071224,1.8934252084732055,0.3458,0.3342609960557398,0.9458749379991787,0.0761734890002117
23,0.0007214671236271335,1.9917783146230583,0.3089832621082621,1.8894036659240723,0.355,0.3404113807163029,0.9272193020005943,0.07809564400122326
24,0.0006974679668592938,1.9826286997210945,0.30798165954415957,1.8523815090179443,0.3618,0.3534692260357968,0.9611544719991798,0.07449248500051908
25,0.0006729232387284249,1.9802022038022338,0.310207443019943,1.8754845335006713,0.3592,0.35315964772739605,0.9202655219996814,0.07787442799963173
26,0.0006479025139331124,1.9718059990820382,0.3156160968660969,1.8498600246429444,0.3642,0.356250799653839,0.9158105789992987,0.0942954189995362
27,0.000622476716436202,1.9704235354040422,0.31530448717948717,1.8585859479904174,0.3608,0.3535802354284735,0.9348572210001294,0.08221507400048722
28,0.0005967179184231216,1.961861846114156,0.3135238603988604,1.831720889854431,0.3606,0.3509253707997639,0.9466067390003445,0.08457576500040886
