2026-09-22 20:42:51 | INFO | Run cifar10-linear-s42-20260922-204251 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 20:42:51 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 20:42:52 | INFO | Dataset cifar10 | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/cifar10_split42_val0.1.json | train/val/test = 45000/5000/10000 | fingerprints {'train': 'b99301bfd9655f1c', 'val': '280540fcdfde8a41'}
2026-09-22 20:42:52 | INFO | Model linear | trainable parameters: 30,730
2026-09-22 20:42:55 | INFO | epoch   1 | lr 2.85e-06 | train loss 2.0594 acc 0.2667 | val loss 1.9423 acc 0.3274 macroF1 0.3004 | 3.4s  *best*
2026-09-22 20:42:56 | INFO | epoch   2 | lr 1.00e-03 | train loss 2.0502 acc 0.2922 | val loss 1.9863 acc 0.3190 macroF1 0.3004 | 0.9s
2026-09-22 20:42:57 | INFO | epoch   3 | lr 9.99e-04 | train loss 2.0434 acc 0.2963 | val loss 1.9582 acc 0.3336 macroF1 0.3133 | 0.9s  *best*
2026-09-22 20:42:58 | INFO | epoch   4 | lr 9.97e-04 | train loss 2.0474 acc 0.2941 | val loss 1.9964 acc 0.3344 macroF1 0.3156 | 0.9s  *best*
2026-09-22 20:42:59 | INFO | epoch   5 | lr 9.94e-04 | train loss 2.0503 acc 0.2952 | val loss 1.9899 acc 0.3308 macroF1 0.3101 | 0.9s
2026-09-22 20:43:00 | INFO | epoch   6 | lr 9.89e-04 | train loss 2.0418 acc 0.2976 | val loss 1.9594 acc 0.3294 macroF1 0.3117 | 0.9s
2026-09-22 20:43:01 | INFO | epoch   7 | lr 9.83e-04 | train loss 2.0445 acc 0.2955 | val loss 1.9474 acc 0.3442 macroF1 0.3213 | 0.9s  *best*
2026-09-22 20:43:02 | INFO | epoch   8 | lr 9.75e-04 | train loss 2.0366 acc 0.2996 | val loss 1.9305 acc 0.3348 macroF1 0.3096 | 0.9s
2026-09-22 20:43:03 | INFO | epoch   9 | lr 9.66e-04 | train loss 2.0396 acc 0.2971 | val loss 1.9454 acc 0.3504 macroF1 0.3375 | 0.8s  *best*
2026-09-22 20:43:04 | INFO | epoch  10 | lr 9.56e-04 | train loss 2.0336 acc 0.3020 | val loss 1.9482 acc 0.3438 macroF1 0.3259 | 1.0s
2026-09-22 20:43:05 | INFO | epoch  11 | lr 9.44e-04 | train loss 2.0419 acc 0.3002 | val loss 1.9113 acc 0.3568 macroF1 0.3473 | 0.9s  *best*
2026-09-22 20:43:06 | INFO | epoch  12 | lr 9.31e-04 | train loss 2.0274 acc 0.2978 | val loss 1.9432 acc 0.3490 macroF1 0.3359 | 1.0s
2026-09-22 20:43:07 | INFO | epoch  13 | lr 9.17e-04 | train loss 2.0341 acc 0.2993 | val loss 1.9518 acc 0.3238 macroF1 0.3046 | 1.0s
