experiment,group,model,reference,changed_factor,hypothesis,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_loss_mean,test_loss_std,params_mean,params_std,best_epoch_mean,best_epoch_std,epochs_run_mean,epochs_run_std,train_time_s_mean,train_time_s_std,train_time_per_epoch_s_mean,train_time_per_epoch_s_std,throughput_img_s_mean,throughput_img_s_std,latency_ms_bs1_mean,latency_ms_bs1_std,n_seeds,seeds
linear,main,linear,,,,0.3882666666666667,0.003394603560555081,0.3782241702589652,0.0039049456610991146,1.7719413048426311,0.003985865730961796,30730.0,0.0,57.333333333333336,2.5166114784235822,60.0,0.0,58.65889658766597,0.5830820883961242,0.9776482764610996,0.00971803480660207,9469708.04025801,913740.589053596,0.0289184582955689,0.0038230975339870513,3,42 123 2026
mlp,main,mlp,,,,0.6146333333333334,0.001517673658377618,0.6109515415294028,0.0015528825869852408,1.0919799971898396,0.0037471516707047853,3678218.0,0.0,53.333333333333336,2.309401076758502,60.0,0.0,65.49941167334207,0.3953452215253299,1.0916568612223676,0.0065890870254220685,651483.2532852595,45688.88273631191,0.10471074163433514,0.007506299493594845,3,42 123 2026
cnn,main,cnn,,,,0.9135333333333334,0.0032254198693090035,0.9132805276671722,0.003194776925055444,0.3157736619313558,0.005770889499353949,1148874.0,0.0,53.666666666666664,7.571877794400366,60.0,0.0,301.49079143300213,6.307609529423226,5.024846523883369,0.10512682549038714,19300.440859888946,139.06949828290945,0.3567518166437367,0.009622196486499288,3,42 123 2026
lstm,main,lstm,,,,0.6886,0.0020880613017820716,0.6879947191347551,0.002928627964078078,1.1292569388071696,0.04946094724350423,891402.0,0.0,48.0,7.211102550927978,59.0,1.7320508075688772,100.70824207833478,4.733321587202196,1.70632794164242,0.03129275869020782,93288.92847458516,2321.8764197883957,0.4956308000358452,0.014013398366599652,3,42 123 2026
gru,main,gru,,,,0.7127666666666667,0.0013428824718988938,0.71185436232734,0.001669495536556161,0.9990359451929729,0.0062744153756173595,669194.0,0.0,52.0,4.58257569495584,60.0,0.0,91.87074024300091,1.577190997590448,1.5311790040500153,0.026286516626507474,122285.6013118931,4934.515098711335,0.4480650483643937,0.010567857220798867,3,42 123 2026
transformer,main,transformer,,,,0.7969666666666667,0.003448671241700655,0.7955888492400246,0.003745378919939919,0.6270242157936096,0.013447559649599499,811146.0,0.0,57.333333333333336,2.88675134594813,60.0,0.0,378.11738215766917,9.510329592084993,6.301956369294486,0.15850549320141621,16925.844957432757,246.99298193463088,1.1540095149545475,0.0440335500185886,3,42 123 2026
