2026-09-22 19:48:17 | INFO | Run fashion_mnist-cnn-s42-20260922-194817 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 19:48:17 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 19:48:17 | INFO | Dataset fashion_mnist | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/fashion_mnist_split42_val0.1.json | train/val/test = 54000/6000/10000 | fingerprints {'train': '2378c8b39f1d0606', 'val': 'c3422ec2263f2769'}
2026-09-22 19:48:17 | INFO | Model cnn | trainable parameters: 288,170
2026-09-22 19:48:22 | INFO | epoch   1 | lr 2.38e-06 | train loss 0.9560 acc 0.6602 | val loss 0.4874 acc 0.8057 macroF1 0.7906 | 4.7s  *best*
2026-09-22 19:48:24 | INFO | epoch   2 | lr 1.00e-03 | train loss 0.4546 acc 0.8328 | val loss 0.3404 acc 0.8695 macroF1 0.8712 | 2.1s  *best*
2026-09-22 19:48:27 | INFO | epoch   3 | lr 9.98e-04 | train loss 0.3693 acc 0.8653 | val loss 0.2951 acc 0.8907 macroF1 0.8887 | 2.1s  *best*
2026-09-22 19:48:29 | INFO | epoch   4 | lr 9.94e-04 | train loss 0.3252 acc 0.8820 | val loss 0.2514 acc 0.9085 macroF1 0.9075 | 2.1s  *best*
2026-09-22 19:48:31 | INFO | epoch   5 | lr 9.86e-04 | train loss 0.3026 acc 0.8915 | val loss 0.2599 acc 0.8993 macroF1 0.9020 | 2.1s
2026-09-22 19:48:34 | INFO | epoch   6 | lr 9.75e-04 | train loss 0.2815 acc 0.8980 | val loss 0.2315 acc 0.9165 macroF1 0.9155 | 2.3s  *best*
2026-09-22 19:48:36 | INFO | epoch   7 | lr 9.60e-04 | train loss 0.2668 acc 0.9036 | val loss 0.2095 acc 0.9210 macroF1 0.9195 | 2.2s  *best*
2026-09-22 19:48:38 | INFO | epoch   8 | lr 9.43e-04 | train loss 0.2572 acc 0.9080 | val loss 0.1904 acc 0.9288 macroF1 0.9283 | 2.1s  *best*
2026-09-22 19:48:40 | INFO | epoch   9 | lr 9.23e-04 | train loss 0.2433 acc 0.9124 | val loss 0.2000 acc 0.9275 macroF1 0.9274 | 2.2s
2026-09-22 19:48:43 | INFO | epoch  10 | lr 9.01e-04 | train loss 0.2376 acc 0.9134 | val loss 0.1844 acc 0.9312 macroF1 0.9312 | 2.3s  *best*
2026-09-22 19:48:45 | INFO | epoch  11 | lr 8.76e-04 | train loss 0.2260 acc 0.9195 | val loss 0.2084 acc 0.9243 macroF1 0.9233 | 2.3s
