2026-09-22 20:50:27 | INFO | Run cifar10-cnn-s42-20260922-205027 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 20:50:27 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 20:50:28 | INFO | Dataset cifar10 | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/cifar10_split42_val0.1.json | train/val/test = 45000/5000/10000 | fingerprints {'train': 'b99301bfd9655f1c', 'val': '280540fcdfde8a41'}
2026-09-22 20:50:28 | INFO | Model cnn | trainable parameters: 1,148,874
2026-09-22 20:50:36 | INFO | epoch   1 | lr 2.85e-06 | train loss 1.6539 acc 0.3899 | val loss 1.2739 acc 0.5186 macroF1 0.5141 | 7.3s  *best*
2026-09-22 20:50:41 | INFO | epoch   2 | lr 1.00e-03 | train loss 1.1733 acc 0.5786 | val loss 1.1157 acc 0.6132 macroF1 0.6194 | 4.9s  *best*
2026-09-22 20:50:46 | INFO | epoch   3 | lr 9.99e-04 | train loss 0.9807 acc 0.6510 | val loss 0.8287 acc 0.7154 macroF1 0.7108 | 4.9s  *best*
2026-09-22 20:50:51 | INFO | epoch   4 | lr 9.97e-04 | train loss 0.8553 acc 0.7009 | val loss 0.7186 acc 0.7482 macroF1 0.7472 | 4.8s  *best*
2026-09-22 20:50:56 | INFO | epoch   5 | lr 9.94e-04 | train loss 0.7650 acc 0.7332 | val loss 0.6290 acc 0.7828 macroF1 0.7825 | 4.6s  *best*
2026-09-22 20:51:01 | INFO | epoch   6 | lr 9.89e-04 | train loss 0.6967 acc 0.7620 | val loss 0.5554 acc 0.8098 macroF1 0.8085 | 4.6s  *best*
2026-09-22 20:51:06 | INFO | epoch   7 | lr 9.83e-04 | train loss 0.6384 acc 0.7808 | val loss 0.6046 acc 0.7928 macroF1 0.7880 | 4.9s
2026-09-22 20:51:11 | INFO | epoch   8 | lr 9.75e-04 | train loss 0.5931 acc 0.7967 | val loss 0.5308 acc 0.8190 macroF1 0.8192 | 4.9s  *best*
2026-09-22 20:51:17 | INFO | epoch   9 | lr 9.66e-04 | train loss 0.5496 acc 0.8103 | val loss 0.4857 acc 0.8360 macroF1 0.8375 | 4.8s  *best*
2026-09-22 20:51:22 | INFO | epoch  10 | lr 9.56e-04 | train loss 0.5172 acc 0.8225 | val loss 0.4605 acc 0.8476 macroF1 0.8468 | 4.8s  *best*
2026-09-22 20:51:27 | INFO | epoch  11 | lr 9.44e-04 | train loss 0.4892 acc 0.8338 | val loss 0.4249 acc 0.8524 macroF1 0.8520 | 4.8s  *best*
2026-09-22 20:51:32 | INFO | epoch  12 | lr 9.31e-04 | train loss 0.4575 acc 0.8438 | val loss 0.4445 acc 0.8462 macroF1 0.8460 | 4.9s
2026-09-22 20:51:37 | INFO | epoch  13 | lr 9.17e-04 | train loss 0.4304 acc 0.8525 | val loss 0.3822 acc 0.8684 macroF1 0.8677 | 4.9s  *best*
2026-09-22 20:51:42 | INFO | epoch  14 | lr 9.02e-04 | train loss 0.4128 acc 0.8585 | val loss 0.3924 acc 0.8662 macroF1 0.8658 | 4.9s
2026-09-22 20:51:48 | INFO | epoch  15 | lr 8.86e-04 | train loss 0.3938 acc 0.8644 | val loss 0.3857 acc 0.8708 macroF1 0.8704 | 4.7s  *best*
2026-09-22 20:51:52 | INFO | epoch  16 | lr 8.69e-04 | train loss 0.3777 acc 0.8710 | val loss 0.4464 acc 0.8568 macroF1 0.8559 | 4.5s
2026-09-22 20:51:57 | INFO | epoch  17 | lr 8.50e-04 | train loss 0.3598 acc 0.8772 | val loss 0.3558 acc 0.8796 macroF1 0.8796 | 4.5s  *best*
2026-09-22 20:52:02 | INFO | epoch  18 | lr 8.31e-04 | train loss 0.3392 acc 0.8838 | val loss 0.3638 acc 0.8814 macroF1 0.8807 | 4.6s  *best*
2026-09-22 20:52:07 | INFO | epoch  19 | lr 8.11e-04 | train loss 0.3262 acc 0.8876 | val loss 0.3406 acc 0.8894 macroF1 0.8893 | 4.6s  *best*
2026-09-22 20:52:12 | INFO | epoch  20 | lr 7.90e-04 | train loss 0.3127 acc 0.8916 | val loss 0.3488 acc 0.8910 macroF1 0.8914 | 4.7s  *best*
2026-09-22 20:52:17 | INFO | epoch  21 | lr 7.68e-04 | train loss 0.3013 acc 0.8972 | val loss 0.3372 acc 0.8932 macroF1 0.8935 | 5.0s  *best*
2026-09-22 20:52:23 | INFO | epoch  22 | lr 7.45e-04 | train loss 0.2958 acc 0.8972 | val loss 0.3259 acc 0.8982 macroF1 0.8981 | 5.0s  *best*
2026-09-22 20:52:28 | INFO | epoch  23 | lr 7.21e-04 | train loss 0.2796 acc 0.9028 | val loss 0.3263 acc 0.8976 macroF1 0.8966 | 4.9s
2026-09-22 20:52:33 | INFO | epoch  24 | lr 6.97e-04 | train loss 0.2681 acc 0.9082 | val loss 0.3259 acc 0.8956 macroF1 0.8955 | 4.9s
2026-09-22 20:52:38 | INFO | epoch  25 | lr 6.73e-04 | train loss 0.2607 acc 0.9108 | val loss 0.3374 acc 0.8958 macroF1 0.8958 | 4.8s
2026-09-22 20:52:43 | INFO | epoch  26 | lr 6.48e-04 | train loss 0.2417 acc 0.9158 | val loss 0.3233 acc 0.8938 macroF1 0.8935 | 4.9s
