2026-09-22 19:54:14 | INFO | Run fashion_mnist-mlp-s123-20260922-195414 | device cuda | torch 2.14.0+cu126 | git {'commit': '4255cd22b2646ade4032fc561812bbcb1670bf90', 'dirty': True, 'tag': None}
2026-09-22 19:54:14 | WARNING | Uncommitted changes present: commit before final runs for traceability.
2026-09-22 19:54:14 | INFO | Dataset fashion_mnist | split /home/benjamin/Documents/26/DL/CO3133-A1-draft/data/splits/fashion_mnist_split42_val0.1.json | train/val/test = 54000/6000/10000 | fingerprints {'train': '2378c8b39f1d0606', 'val': 'c3422ec2263f2769'}
2026-09-22 19:54:14 | INFO | Model mlp | trainable parameters: 536,586
2026-09-22 19:54:17 | INFO | epoch   1 | lr 2.38e-06 | train loss 0.9392 acc 0.6705 | val loss 0.5297 acc 0.8067 macroF1 0.8009 | 3.2s  *best*
2026-09-22 19:54:18 | INFO | epoch   2 | lr 1.00e-03 | train loss 0.6122 acc 0.7704 | val loss 0.4595 acc 0.8337 macroF1 0.8339 | 0.9s  *best*
2026-09-22 19:54:19 | INFO | epoch   3 | lr 9.98e-04 | train loss 0.5551 acc 0.7936 | val loss 0.4233 acc 0.8443 macroF1 0.8421 | 0.9s  *best*
2026-09-22 19:54:20 | INFO | epoch   4 | lr 9.94e-04 | train loss 0.5208 acc 0.8076 | val loss 0.3911 acc 0.8562 macroF1 0.8528 | 1.0s  *best*
2026-09-22 19:54:21 | INFO | epoch   5 | lr 9.86e-04 | train loss 0.5030 acc 0.8151 | val loss 0.3812 acc 0.8622 macroF1 0.8588 | 0.9s  *best*
2026-09-22 19:54:22 | INFO | epoch   6 | lr 9.75e-04 | train loss 0.4862 acc 0.8200 | val loss 0.3760 acc 0.8600 macroF1 0.8562 | 0.9s
2026-09-22 19:54:23 | INFO | epoch   7 | lr 9.60e-04 | train loss 0.4725 acc 0.8243 | val loss 0.3721 acc 0.8637 macroF1 0.8632 | 0.9s  *best*
2026-09-22 19:54:24 | INFO | epoch   8 | lr 9.43e-04 | train loss 0.4653 acc 0.8280 | val loss 0.3565 acc 0.8722 macroF1 0.8710 | 0.9s  *best*
2026-09-22 19:54:25 | INFO | epoch   9 | lr 9.23e-04 | train loss 0.4513 acc 0.8323 | val loss 0.3519 acc 0.8713 macroF1 0.8700 | 0.9s
2026-09-22 19:54:26 | INFO | epoch  10 | lr 9.01e-04 | train loss 0.4487 acc 0.8343 | val loss 0.3433 acc 0.8768 macroF1 0.8765 | 0.9s  *best*
2026-09-22 19:54:27 | INFO | epoch  11 | lr 8.76e-04 | train loss 0.4396 acc 0.8390 | val loss 0.3438 acc 0.8765 macroF1 0.8760 | 0.9s
2026-09-22 19:54:28 | INFO | epoch  12 | lr 8.48e-04 | train loss 0.4296 acc 0.8404 | val loss 0.3259 acc 0.8837 macroF1 0.8823 | 0.9s  *best*
2026-09-22 19:54:29 | INFO | epoch  13 | lr 8.18e-04 | train loss 0.4246 acc 0.8432 | val loss 0.3377 acc 0.8797 macroF1 0.8807 | 0.9s
